Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(SubSkills)	Opportunity(SubSkills)
2105791	250ldy6xeg3y	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-1	EG73 12*(-6)	1	12*(-6)	2007-04-11 12:09:08.0	2007-04-11 12:09:31.0	2007-04-11 12:09:31.0	2007-04-11 12:09:31.0	23	23		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	2
2106147	250ll4dzjpib	Unit LCM, Section lcm-2	LCM-C-07-08	1	LCMFactor2:1	2006-11-09 11:48:34.0	2006-11-09 11:48:47.0	2006-11-09 11:48:47.0	2006-11-09 11:48:47.0	13	13		1	0	0	1	List consecutive multiples of a number	156
2106664	250ll4dzjpib	Unit GCF, Section gcf-1	GCF-06-18	1	GCFCheckbox2:6	2006-11-30 11:57:30.0	2006-11-30 11:57:31.0	2006-11-30 11:57:31.0	2006-11-30 11:57:31.0	1	1		1	0	0	1	Identify number as common factor	103
2106923	250ll4dzjpib	Unit INTEGERS, Section INTEGERS-4	INTEGER5-187	1	Result	2007-04-04 11:30:00.0	2007-04-04 11:30:17.0	2007-04-04 11:30:17.0	2007-04-04 11:30:17.0	17	17		1	0	0	1	Calculate sum with negative integer	3
2107061	250o7dwoe6bo	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU559	1	Label:1	2006-10-20 16:59:35.0	2006-10-20 16:59:38.0	2006-10-20 16:59:38.0	2006-10-20 16:59:38.0	1	1		1	0	0	1		
2107295	250o7dwoe6bo	Unit LCM, Section lcm-1	LCM-10-20	1	LCMCheckbox1:3	2006-11-03 17:06:51.0	2006-11-03 17:06:55.0	2006-11-03 17:06:58.0	2006-11-03 17:06:58.0	7		7	0	1	0	1	Identify number as common multiple	94
2107462	250o7dwoe6bo	Unit INTEGERS, Section INTEGERS-4	INTEGER5-068	1	Result	2007-03-30 11:58:52.0	2007-03-30 11:59:04.0	2007-03-30 11:59:04.0	2007-03-30 11:59:04.0	12	12		1	0	0	1	Calculate difference with positive integer	11
2107508	250pi8x4uve9	Unit LCM, Section lcm-2	LCM-C-12-20	1	LCMFactor1:4	2006-10-16 11:41:44.0	2006-10-16 11:41:48.0	2006-10-16 11:42:01.0	2006-10-16 11:42:01.0	17		17	0	1	0	1	List consecutive multiples of a number	7
2108377	250pi8x4uve9	Unit GCF, Section gcf-2	GCF-C-10-20	1	GCFCheckbox1:1	2006-11-30 11:52:07.0	2006-11-30 11:52:12.0	2006-11-30 11:52:12.0	2006-11-30 11:52:12.0	5	5		1	0	0	1	Identify number as common factor	280
2108673	250pi8x4uve9	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1H31	1	EachPart	2006-12-07 11:29:42.0	2006-12-07 11:29:47.0	2006-12-07 11:29:47.0	2006-12-07 11:29:47.0	5	5		1	0	0	1	Identify fraction associated with each piece of a horizontal bar	12
2108979	250pi8x4uve9	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1V14	1	Exercise1:Item4:5	2007-03-21 12:03:42.0	2007-03-21 12:03:45.0	2007-03-21 12:03:45.0	2007-03-21 12:03:45.0	3	3		1	0	0	1		
2109247	250pi8x4uve9	Unit INTEGERS, Section INTEGERS-5	INTEGER5-161	1	RewriteExpression	2007-04-11 11:29:21.0	2007-04-11 11:29:32.0	2007-04-11 11:29:50.0	2007-04-11 11:29:50.0	29		29	0	2	0	1	Rewrite subtracting positive integer	11
2111066	250uyr6xbspd	Unit LCM, Section lcm-2	LCM-C-10-12	1	LCMFactor1:5	2006-12-15 12:06:39.0	2006-12-15 12:06:40.0	2006-12-15 12:06:40.0	2006-12-15 12:06:40.0	1	1		1	0	0	1	List consecutive multiples of a number	870
2111289	250uyr6xbspd	Unit INTEGERS, Section INTEGERS-4	INTEGER5-074	1	FirstAddend	2007-04-04 11:58:19.0	2007-04-04 11:58:25.0	2007-04-04 11:58:25.0	2007-04-04 11:58:25.0	6	6		1	0	0	1	Represent first integer on number line	58
2111643	25043b0jgobs	Unit GCF, Section gcf-2	GCF-C-04-44	1	FactorPairBox:2:2	2006-11-06 13:17:01.0	2006-11-06 13:17:06.0	2006-11-06 13:17:06.0	2006-11-06 13:17:06.0	5	5		1	0	0	1	List factor of large number	35
2112146	25043b0jgobs	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-6	POW6N34	1	Fraction	2006-11-30 13:16:09.0	2006-11-30 13:16:17.0	2006-11-30 13:16:17.0	2006-11-30 13:16:17.0	8	8		1	0	0	1	Identify fraction using number line	2
2113376	25043b0jgobs	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1V14	1	Exercise2:Item4:1	2007-03-14 14:43:36.0	2007-03-14 14:43:40.0	2007-03-14 14:43:40.0	2007-03-14 14:43:40.0	4	4		1	0	0	1		
2113681	25043b0jgobs	Unit INTEGERS, Section INTEGERS-5	INTEGER5-196	1	FirstAddend	2007-03-21 14:01:36.0	2007-03-21 14:01:42.0	2007-03-21 14:01:42.0	2007-03-21 14:01:42.0	6	6		1	0	0	1	Represent first integer on number line	72
2113781	25043b0jgobs	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-034	1	FinalAnswer	2007-04-11 13:10:12.0	2007-04-11 13:14:05.0	2007-04-11 13:14:05.0	2007-04-11 13:14:05.0	233	233		1	0	0	1	simplify-fractions-sp	7
2113835	25043b0jgobs	Unit EXPONENTS, Section EXPONENTS-1	EXPONENT1-059	1	AddFactor1:10	2007-04-11 13:36:14.0	2007-04-11 13:36:15.0	2007-04-11 13:36:15.0	2007-04-11 13:36:15.0	1	1		1	0	0	1		
2114014	2504i0647vxo	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU203	1	SecondAnswer	2006-11-06 13:38:40.0	2006-11-06 13:38:42.0	2006-11-06 13:38:42.0	2006-11-06 13:38:42.0	2	2		1	0	0	1	Enter quantity from diagram by reading	26
2114837	2504i0647vxo	Unit LCM, Section lcm-2	LCM-C-02-10	1	CommonMultiple1	2006-11-16 13:37:07.0	2006-11-16 13:37:10.0	2006-11-16 13:37:10.0	2006-11-16 13:37:10.0	3	3		1	0	0	1	Identify LCM - one number multiple of other	11
2115405	2504i0647vxo	Unit GCF, Section gcf-1	GCF-09-45	1	FactorPairBox:2:5	2006-11-30 13:41:38.0	2006-11-30 13:41:43.0	2006-11-30 13:41:43.0	2006-11-30 13:41:43.0	5	5		1	0	0	1	List factor of large number	77
2115985	2504i0647vxo	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-44-0	1	DragMarble:0	2006-12-07 13:36:08.0	2006-12-07 13:36:12.0	2006-12-07 13:36:12.0	2006-12-07 13:36:12.0	4	4		1	0	0	1		
2116168	2504i0647vxo	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1H01	1	Question4	2007-03-21 11:11:14.0	2007-03-21 11:11:19.0	2007-03-21 11:11:19.0	2007-03-21 11:11:19.0	5	5		1	0	0	1	Identify number of items	6
2116349	2504i0647vxo	Unit INTEGERS, Section INTEGERS-4	INTEGER5-009	1	SecondAddend	2007-04-11 10:44:07.0	2007-04-11 10:44:12.0	2007-04-11 10:44:12.0	2007-04-11 10:44:12.0	5	5		1	0	0	1	Represent second negative integer on number line as sum	5
2116724	2505qq0q7f1o	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU218	1	Bar2	2006-12-07 13:18:21.0	2006-12-07 13:18:23.0	2006-12-07 13:18:23.0	2006-12-07 13:18:23.0	2	2		1	0	0	1	Draw smaller bar -- addition/subtraction	26
2116784	2505qq0q7f1o	Unit INTEGERS, Section INTEGERS-2	INTEGER2-030	1	NumberLine	2007-03-28 10:48:10.0	2007-03-28 10:48:28.0	2007-03-28 10:48:28.0	2007-03-28 10:48:28.0	18	18		1	0	0	1	Represent negative integer using number line	5
2117228	2507yllf0a9w	Unit LCM, Section lcm-2	LCM-C-02-18	1	LCMFactor1:9	2006-11-16 13:36:18.0	2006-11-16 13:36:21.0	2006-11-16 13:36:21.0	2006-11-16 13:36:21.0	3	3		1	0	0	1	List consecutive multiples of a number	201
2117856	2507yllf0a9w	Unit GCF, Section gcf-2	GCF-C-06-18	1	FactorPairBox:1:2	2006-12-04 13:11:02.0	2006-12-04 13:11:04.0	2006-12-04 13:11:04.0	2006-12-04 13:11:04.0	2	2		1	0	0	1		
2118178	2507yllf0a9w	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1S31	1	Shape1:2	2006-12-07 13:30:31.0	2006-12-07 13:30:36.0	2006-12-07 13:30:36.0	2006-12-07 13:30:36.0	5	5		1	0	0	1		
2118306	2507yllf0a9w	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1S02	1	Exercise1:Item2:4	2007-03-21 11:13:05.0	2007-03-21 11:13:08.0	2007-03-21 11:13:08.0	2007-03-21 11:13:08.0	3	3		1	0	0	1		
2118370	2507yllf0a9w	Unit INTEGERS, Section INTEGERS-3	INTEGER3-135	1	FirstAddend	2007-03-28 11:03:23.0	2007-03-28 11:03:45.0	2007-03-28 11:03:45.0	2007-03-28 11:03:45.0	22	22		1	0	0	1	Represent first integer on number line	14
2118605	2508r0ujh873	Unit LCM, Section lcm-2	LCM-C-02-04	1	LCMFactor1:1	2006-10-16 13:33:36.0	2006-10-16 13:33:38.0	2006-10-16 13:33:38.0	2006-10-16 13:33:38.0	1	1		1	0	0	1	List consecutive multiples of a number	87
2120091	2508r0ujh873	Unit GCF, Section gcf-2	GCF-C-14-42	1	FactorPairBox:1:4	2007-03-14 14:28:01.0	2007-03-14 14:28:04.0	2007-03-14 14:28:04.0	2007-03-14 14:28:04.0	3	3		1	0	0	1		
2120686	2508r0ujh873	Unit INTEGERS, Section INTEGERS-5	INTEGER5-010	1	SecondAddend	2007-04-11 13:25:09.0	2007-04-11 13:25:18.0	2007-04-11 13:25:18.0	2007-04-11 13:25:18.0	9	9		1	0	0	1	Represent second negative integer on number line as difference	38
2120720	250b1syte4dm	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU121	1	LargerBar	2006-10-16 13:27:14.0	2006-10-16 13:27:21.0	2006-10-16 13:27:21.0	2006-10-16 13:27:21.0	7	7		1	0	0	1	Enter larger initial in diagram -- given	1
2121357	250b1syte4dm	Unit LCM, Section lcm-2	LCM-C-15-18	1	LCMCheckbox1:1	2006-11-16 13:15:06.0	2006-11-16 13:15:12.0	2006-11-16 13:15:12.0	2006-11-16 13:15:12.0	6	6		1	0	0	1	Identify number as common multiple	259
2122260	250b1syte4dm	Unit GCF, Section gcf-2	GCF-C-04-16	1	MorePairs1:1	2006-12-07 13:48:45.0	2006-12-07 13:48:47.0	2006-12-07 13:48:47.0	2006-12-07 13:48:47.0	2	2		1	0	0	1		
2122684	250b1syte4dm	Unit INTEGERS, Section INTEGERS-6	EG69 12-(-8)	1	12+8	2007-04-04 13:25:24.0	2007-04-04 13:25:26.0	2007-04-04 13:25:32.0	2007-04-04 13:25:32.0	8		8	0	1	0	1	[SkillRule: Combine like terms, no var; CLT]	3
2122716	250b1syte4dm	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-2	INTDIV-097	1	FinalAnswer	2007-04-11 13:15:24.0	2007-04-11 13:15:42.0	2007-04-11 13:15:42.0	2007-04-11 13:15:42.0	18	18		1	0	0	1	simplify-fractions-sp	3
2122739	250b1syte4dm	Unit EXPONENTS, Section EXPONENTS-1	EXPONENT1-024	1	AddFactor1:1	2007-04-11 13:38:13.0	2007-04-11 13:38:17.0	2007-04-11 13:38:17.0	2007-04-11 13:38:17.0	4	4		1	0	0	1		
2122744	250c2e0pcrlz	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU037	1	Bar1	2006-10-16 13:05:47.0	2006-10-16 13:05:51.0	2006-10-16 13:05:55.0	2006-10-16 13:05:55.0	8		8	0	1	0	1	Draw smaller bar -- addition/subtraction	1
2123574	250c2e0pcrlz	Unit LCM, Section lcm-1	LCM-16-18	1	LCMFactor1:9	2006-11-30 13:29:45.0	2006-11-30 13:29:48.0	2006-11-30 13:29:48.0	2006-11-30 13:29:48.0	3	3		1	0	0	1	List consecutive multiples of a number	387
2123774	250c2e0pcrlz	Unit GCF, Section gcf-1	GCF-04-16	1	GCFCheckbox1:1	2006-12-07 13:48:07.0	2006-12-07 13:48:08.0	2006-12-07 13:48:08.0	2006-12-07 13:48:08.0	1	1		1	0	0	1	Identify number as common factor	15
2123864	250c2e0pcrlz	Unit INTEGERS, Section INTEGERS-3	INTEGER3-014	1	Result	2007-03-28 13:39:00.0	2007-03-28 13:39:11.0	2007-03-28 13:39:11.0	2007-03-28 13:39:11.0	11	11		1	0	0	1	Calculate difference with positive integer	9
2124199	250d3051v0qg	Unit LCM, Section lcm-2	LCM-C-10-12	1	LCMCheckbox1:1	2006-11-09 13:07:36.0	2006-11-09 13:07:48.0	2006-11-09 13:07:48.0	2006-11-09 13:07:48.0	12	12		1	0	0	1	Identify number as common multiple	123
2124803	250d3051v0qg	Unit GCF, Section gcf-2	GCF-C-08-12	1	GCFCheckbox1:4	2006-11-30 13:16:54.0	2006-11-30 13:16:55.0	2006-11-30 13:16:56.0	2006-11-30 13:16:56.0	2		2	0	1	0	1	Identify number as common factor	116
2125348	250d3051v0qg	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-6	POW6N42	1	Fraction	2007-03-14 14:30:33.0	2007-03-14 14:30:40.0	2007-03-14 14:30:40.0	2007-03-14 14:30:40.0	7	7		1	0	0	1	Identify fraction using number line	10
2125392	250d3051v0qg	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1S02	1	Question1	2007-03-14 14:43:05.0	2007-03-14 14:43:16.0	2007-03-14 14:43:30.0	2007-03-14 14:43:30.0	25		25	0	2	0	1	Identify number of items	1
2125701	250d3051v0qg	Unit INTEGERS, Section INTEGERS-4	INTEGER5-158	1	RewriteExpression	2007-04-04 13:37:02.0	2007-04-04 13:37:44.0	2007-04-04 13:37:44.0	2007-04-04 13:37:44.0	42	42		1	0	0	1	Rewrite adding negative integer	10
2128436	250d4dp74s8y	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3H07	1	Question2	2006-11-09 20:48:17.0	2006-11-09 20:48:29.0	2006-11-09 20:48:29.0	2006-11-09 20:48:29.0	6	6		1	0	0	1	Identify number of recipients	113
2129107	250d4dp74s8y	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-27-2-1	1	GeneralHelpGoalNode	2006-11-16 13:09:42.0	2006-11-16 13:09:45.0		2006-11-16 13:09:45.0	3		3	0	0	0	0		
2129318	250d4dp74s8y	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-3	EQFRAC3-039	1	Fraction:FigureAnswer	2006-11-16 22:35:23.0	2006-11-16 22:35:30.0	2006-11-16 22:35:30.0	2006-11-16 22:35:30.0	7	7		1	0	0	1	Label equivalent fraction in visual	16
2129701	250d4dp74s8y	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-4	FRACOPS4A01-28	1	Simplifiable	2006-11-30 13:36:10.0	2006-11-30 13:36:12.0	2006-11-30 13:36:12.0	2006-11-30 13:36:12.0	2	2		1	0	0	1	Identify that a fraction can be simplified	17
2130336	250d4dp74s8y	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-2	EQFRAC-I-25	1	Shape1:3	2006-12-07 13:25:02.0	2006-12-07 13:25:03.0	2006-12-07 13:25:03.0	2006-12-07 13:25:03.0	1	1		1	0	0	1		
2130839	250d4dp74s8y	Unit INTEGERS, Section INTEGERS-5	INTEGER5-040	1	Result	2007-03-21 14:03:11.0	2007-03-21 14:03:15.0	2007-03-21 14:03:15.0	2007-03-21 14:03:15.0	4	4		1	0	0	1	Calculate sum with negative integer	19
2130895	250d4dp74s8y	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-114	1	-9/-3	2007-03-21 14:16:08.0	2007-03-21 14:16:16.0	2007-03-21 14:16:16.0	2007-03-21 14:16:16.0	8	8		1	0	0	1		
2131385	250d4dp74s8y	Unit EXPONENTS, Section EXPONENTS-5	EXPONENT5-108	1	AddFactor1:2	2007-03-28 13:39:39.0	2007-03-28 13:39:40.0	2007-03-28 13:39:40.0	2007-03-28 13:39:40.0	1	1		1	0	0	1	Identify no more factors	55
2131557	250d4dp74s8y	Unit SCI-NOTATION, Section SCI-NOTATION-2	SCINOTATION2-062	1	Multiplier3	2007-04-11 13:19:29.0	2007-04-11 13:19:33.0	2007-04-11 13:19:33.0	2007-04-11 13:19:33.0	4	4		1	0	0	1	Write decimal multiplier from given scientific notation	5
2131657	250d5r6dj4fi	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-17-2-0	1	IdentifyGroups2	2006-11-06 13:25:39.0	2006-11-06 13:25:42.0	2006-11-06 13:25:42.0	2006-11-06 13:25:42.0	3	3		1	0	0	1	Enter group numerator	5
2131908	250d5r6dj4fi	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-5	EQFRAC5CR001-009	1	CommonDenominator	2006-11-16 13:31:16.0	2006-11-16 13:31:49.0	2006-11-16 13:31:49.0	2006-11-16 13:31:49.0	33	33		1	0	0	1	Identify common denominator	8
2132157	250d5r6dj4fi	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3S21-04	1	Numerator:Built1	2006-11-30 13:40:13.0	2006-11-30 13:40:23.0	2006-11-30 13:40:23.0	2006-11-30 13:40:23.0	10	10		1	0	0	1	Rewrite fraction with common denominator	45
2132788	250d5r6dj4fi	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-3	FRAC-OP1-135	1	25/33-7/33	2006-12-03 18:45:19.0	2006-12-03 18:45:39.0	2006-12-03 18:45:39.0	2006-12-03 18:45:39.0	20	20		1	0	0	1	[SkillRule: Select add/subtract terms; Combine like terms with same denom]	18
2133026	250d5r6dj4fi	Unit INTEGERS, Section INTEGERS-5	INTEGER5-082	1	SecondAddend	2007-03-21 13:41:52.0	2007-03-21 13:41:54.0	2007-03-21 13:41:54.0	2007-03-21 13:41:54.0	2	2		1	0	0	1	Represent second negative integer on number line as sum	7
2133153	250d5r6dj4fi	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-008	1	88/11	2007-03-21 14:10:18.0	2007-03-21 14:10:39.0	2007-03-21 14:10:39.0	2007-03-21 14:10:39.0	21	21		1	0	0	1		
2133570	250d5r6dj4fi	Unit EXPONENTS, Section EXPONENTS-5	EXPONENT5-185	1	Base1	2007-04-04 13:12:29.0	2007-04-04 13:13:06.0	2007-04-04 13:13:06.0	2007-04-04 13:13:06.0	37	37		1	0	0	1	Write base of exponential from given fraction as product	16
2133742	250d5r6dj4fi	Unit SCI-NOTATION, Section SCI-NOTATION-2	SCINOTATION2-001	1	ExpandedPower3	2007-04-11 13:27:47.0	2007-04-11 13:27:55.0	2007-04-11 13:27:55.0	2007-04-11 13:27:55.0	8	8		1	0	0	1	Write positive power of ten from given scientific notation	9
2133990	250egsvd97tc	Unit LCM, Section lcm-2	LCM-C-04-08	1	LCMFactor1:1	2006-11-16 13:49:26.0	2006-11-16 13:49:32.0	2006-11-16 13:49:32.0	2006-11-16 13:49:32.0	6	6		1	0	0	1	List consecutive multiples of a number	112
2134583	250egsvd97tc	Unit GCF, Section gcf-2	GCF-C-25-50	1	FactorPairBox:2:3	2007-03-14 14:23:53.0	2007-03-14 14:23:56.0	2007-03-14 14:23:56.0	2007-03-14 14:23:56.0	3	3		1	0	0	1	List factor of large number	100
2134822	250egsvd97tc	Unit INTEGERS, Section INTEGERS-4	INTEGER5-068	1	Result	2007-04-04 13:14:13.0	2007-04-04 13:14:21.0	2007-04-04 13:14:21.0	2007-04-04 13:14:21.0	8	8		1	0	0	1	Calculate difference with positive integer	23
2134993	250fvnn7tkri	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU217	1	Total	2006-10-16 13:40:52.0	2006-10-16 13:41:04.0	2006-10-16 13:41:04.0	2006-10-16 13:41:04.0	12	12		1	0	0	1	Enter total in diagram - calculated - subtraction	3
2135634	250fvnn7tkri	Unit LCM, Section lcm-2	LCM-C-04-20	1	Product	2006-11-16 13:10:09.0	2006-11-16 13:10:47.0	2006-11-16 13:10:47.0	2006-11-16 13:10:47.0	38	38		1	0	0	1	Calculate product of two numbers	26
2136037	250fvnn7tkri	Unit GCF, Section gcf-1	GCF-14-16	1	FactorPairBox:1:1	2006-12-04 13:02:55.0	2006-12-04 13:03:40.0	2006-12-04 13:03:40.0	2006-12-04 13:03:40.0	45	45		1	0	0	1		
2136338	250fvnn7tkri	Unit INTEGERS, Section INTEGERS-4	INTEGER5-197	1	RewriteExpression	2007-03-28 13:23:09.0	2007-03-28 13:23:22.0	2007-03-28 13:23:22.0	2007-03-28 13:23:22.0	13	13		1	0	0	1	Rewrite subtracting positive integer	2
2136456	250fvnn7tkri	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-1	EG74-CONSTANT -9*3	1	FinalAnswer	2007-04-11 13:37:35.0	2007-04-11 13:37:57.0	2007-04-11 13:37:57.0	2007-04-11 13:37:57.0	22	22		1	0	0	1	perform-mult-row2-sp	1
2136934	250gi76n1g8y	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU037	1	GeneralHelpGoalNode	2006-12-04 13:37:15.0	2006-12-04 13:37:18.0		2006-12-04 13:37:18.0	3		3	0	0	0	0		
2137377	250gi76n1g8y	Unit LCM, Section lcm-1	LCM-10-12	1	LCMCheckbox1:1	2007-03-14 14:32:40.0	2007-03-14 14:32:46.0	2007-03-14 14:32:49.0	2007-03-14 14:32:49.0	9		9	0	1	0	1	Identify number as common multiple	147
2137569	250gi76n1g8y	Unit INTEGERS, Section INTEGERS-4	INTEGER5-066	1	FirstAddend	2007-03-28 13:15:51.0	2007-03-28 13:17:58.0	2007-03-28 13:18:14.0	2007-03-28 13:18:14.0	143		143	0	3	1	1	Represent first integer on number line	38
2138716	250gvsuqnaj1	Unit LCM, Section lcm-2	LCM-C-04-14	1	LCMCheckbox2:1	2006-11-30 13:22:15.0	2006-11-30 13:22:19.0	2006-11-30 13:22:19.0	2006-11-30 13:22:19.0	4	4		1	0	0	1	Identify number as common multiple	481
2139267	250gvsuqnaj1	Unit GCF, Section gcf-2	GCF-C-06-15	1	Question3	2006-12-07 13:10:24.0	2006-12-07 13:10:26.0	2006-12-07 13:10:47.0	2006-12-07 13:10:47.0	23		23	0	3	1	1	Identify number of items in each group from GCF	20
2139917	250gvsuqnaj1	Unit INTEGERS, Section INTEGERS-5	INTEGER5-114	1	GeneralHelpGoalNode	2007-04-04 13:09:04.0	2007-04-04 13:09:05.0		2007-04-04 13:09:05.0	1		1	0	0	0	0		
2140006	250hjgzma8jy	Unit LCM, Section lcm-2	LCM-C-10-16	1	LCMFactor2:1	2006-10-16 13:21:17.0	2006-10-16 13:21:27.0	2006-10-16 13:21:27.0	2006-10-16 13:21:27.0	10	10		1	0	0	1	List consecutive multiples of a number	11
2140725	250hjgzma8jy	Unit GCF, Section gcf-1	GCF-15-45	1	MorePairs2:3	2006-11-09 13:36:15.0	2006-11-09 13:36:17.0	2006-11-09 13:36:18.0	2006-11-09 13:36:18.0	3		3	0	1	0	1		
2141403	250hjgzma8jy	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-3	POG3W-37-0	1	CountSecond	2006-12-04 13:16:02.0	2006-12-04 13:16:10.0	2006-12-04 13:16:10.0	2006-12-04 13:16:10.0	8	8		1	0	0	1	Identify number of desired items	10
2141912	250hjgzma8jy	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1H24	2	Question7	2007-03-14 14:24:06.0	2007-03-14 14:24:13.0	2007-03-14 14:24:14.0	2007-03-14 14:24:14.0	8		8	0	1	0	1	Compare Options - operation	3
2142319	250hjgzma8jy	Unit INTEGERS, Section INTEGERS-5	INTEGER5-011	1	Result	2007-03-28 13:24:34.0	2007-03-28 13:24:42.0	2007-03-28 13:24:42.0	2007-03-28 13:24:42.0	8	8		1	0	0	1	Calculate sum with positive integer	21
2142541	250idt1yd15f	Unit GCF, Section gcf-2	GCF-C-10-50	1	Question2	2006-10-16 13:23:22.0	2006-10-16 13:23:27.0	2006-10-16 13:23:27.0	2006-10-16 13:23:27.0	5	5		1	0	0	1	Identify number of items in each group from GCF	7
2142838	250idt1yd15f	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-34-0	1	DragMarble:4	2006-11-16 13:35:15.0	2006-11-16 13:35:17.0	2006-11-16 13:35:17.0	2006-11-16 13:35:17.0	2	2		1	0	0	1		
2143878	250idt1yd15f	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1C12	1	NextStep2	2006-12-07 13:12:53.0	2006-12-07 13:12:55.0	2006-12-07 13:12:55.0	2006-12-07 13:12:55.0	2	2		1	0	0	1		
2144837	250idt1yd15f	Unit INTEGERS, Section INTEGERS-5	INTEGER5-031	1	RewriteExpression	2007-03-28 13:21:57.0	2007-03-28 13:22:26.0	2007-03-28 13:22:26.0	2007-03-28 13:22:26.0	29	29		1	0	0	1	Rewrite subtracting positive integer	28
2144884	250idt1yd15f	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	EG72 2*2	1	2*2	2007-04-04 13:23:29.0	2007-04-04 13:23:36.0	2007-04-04 13:23:36.0	2007-04-04 13:23:36.0	7	7		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	6
2144979	250idt1yd15f	Unit EXPONENTS, Section EXPONENTS-1	EXPONENT1-047	1	AddFactor1:2	2007-04-11 13:21:54.0	2007-04-11 13:22:07.0	2007-04-11 13:22:07.0	2007-04-11 13:22:07.0	6.5	6.5		1	0	0	1		
2146147	250k6hyvak19	Unit LCM, Section lcm-2	LCM-C-02-16	1	LCMFactor1:1	2006-11-16 13:28:02.0	2006-11-16 13:28:16.0	2006-11-16 13:28:16.0	2006-11-16 13:28:16.0	14	14		1	0	0	1	List consecutive multiples of a number	499
2147075	250k6hyvak19	Unit GCF, Section gcf-2	GCF-C-04-24	2	FactorPairBox:2:4	2006-12-07 13:02:03.0	2006-12-07 13:02:05.0	2006-12-07 13:02:05.0	2006-12-07 13:02:05.0	2	2		1	0	0	1	List factor of large number	114
2147554	250k6hyvak19	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-2	POW2C21	1	HowMany	2007-03-14 14:40:01.0	2007-03-14 14:40:18.0	2007-03-14 14:40:18.0	2007-03-14 14:40:18.0	17	17		1	0	0	1	Identify number of equal divisions (circle)	7
